,id,season,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,cluster,hcluster
181,182,3,7,0,5,1,1,0.7225,0.652162,0.39625,0.10260799999999999,5362,1,6
182,183,3,7,0,6,0,1,0.738333,0.667308,0.444583,0.11506199999999998,5119,1,6
183,184,3,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,4649,2,5
184,185,3,7,1,1,0,2,0.726667,0.665417,0.637917,0.08147919999999999,6043,2,5
185,186,3,7,0,2,1,1,0.746667,0.696338,0.590417,0.12625799999999998,4665,2,5
186,187,3,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,4629,1,5
187,188,3,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,4592,1,5
188,189,3,7,0,5,1,2,0.709167,0.6704829999999999,0.757917,0.225129,4040,1,6
189,190,3,7,0,6,0,1,0.733333,0.664158,0.609167,0.16791199999999998,5336,1,6
190,191,3,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,4881,2,5
191,192,3,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,4086,2,5
192,193,3,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,4258,2,5
193,194,3,7,0,3,1,1,0.746667,0.689404,0.631667,0.14613299999999999,4342,1,5
194,195,3,7,0,4,1,1,0.680833,0.635104,0.47625,0.24066700000000002,5084,1,5
195,196,3,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,5538,1,6
196,197,3,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,5923,1,6
197,198,3,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,5302,2,5
198,199,3,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,4458,2,5
199,200,3,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,4541,2,5
200,201,3,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,4332,1,5
201,202,3,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,3784,1,6
202,203,3,7,0,5,1,1,0.848333,0.8408959999999999,0.580417,0.1331,3387,1,6
203,204,3,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,3285,1,6
204,205,3,7,0,0,0,1,0.83,0.794829,0.550833,0.16917100000000002,3606,2,5
205,206,3,7,0,1,1,1,0.743333,0.720958,0.757083,0.09080830000000001,3840,2,5
206,207,3,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,4590,2,5
207,208,3,7,0,3,1,1,0.775,0.690667,0.402917,0.18346300000000001,4656,1,5
208,209,3,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,4390,1,5
209,210,3,7,0,5,1,1,0.838333,0.785967,0.5425,0.17413800000000001,3846,1,6
210,211,3,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,4475,1,6
211,212,3,7,0,0,0,1,0.805833,0.729796,0.480833,0.16481300000000002,4302,2,5
212,213,3,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,4266,2,5
213,214,3,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,4845,2,5
214,215,3,8,0,3,1,2,0.731667,0.679937,0.6575,0.13558299999999998,3574,1,5
215,216,3,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,4576,1,5
216,217,3,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,4866,1,6
217,218,3,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,4294,1,6
218,219,3,8,0,0,0,1,0.7425,0.715292,0.7529170000000001,0.201487,3785,2,5
219,220,3,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,4326,2,5
220,221,3,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,4602,2,5
221,222,3,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,4780,1,5
222,223,3,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,4792,1,5
223,224,3,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,4905,1,6
224,225,3,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,4150,1,6
225,226,3,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,3820,2,5
226,227,3,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,4338,2,5
227,228,3,8,0,2,1,1,0.700833,0.645837,0.578333,0.23632899999999998,4725,2,5
228,229,3,8,0,3,1,1,0.723333,0.666671,0.575417,0.14366700000000002,4694,1,5
229,230,3,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,3805,1,5
230,231,3,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,4153,1,6
231,232,3,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,5191,1,6
232,233,3,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,3873,2,5
233,234,3,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,4758,2,5
234,235,3,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,5895,2,5
235,236,3,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,5130,1,5
236,237,3,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,3542,1,5
237,238,3,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,4661,1,6
238,239,3,8,0,6,0,2,0.68,0.635556,0.85,0.37561700000000003,1115,1,6
239,240,3,8,0,0,0,1,0.707059,0.6479590000000001,0.561765,0.304659,4334,2,5
240,241,3,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,4634,2,5
241,242,3,8,0,2,1,1,0.639167,0.594704,0.548333,0.12500799999999998,5204,2,5
242,243,3,8,0,3,1,1,0.656667,0.611121,0.597917,0.08333330000000001,5058,1,5
243,244,3,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,5115,5,5
244,245,3,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,4727,5,4
245,246,3,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,4484,5,6
246,247,3,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,4940,0,5
247,248,3,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,3351,0,5
248,249,3,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,2710,0,5
249,250,3,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,1996,0,5
250,251,3,9,0,4,1,3,0.6339130000000001,0.555361,0.939565,0.192748,1842,5,4
251,252,3,9,0,5,1,2,0.65,0.578946,0.897917,0.12437899999999999,3544,5,4
252,253,3,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,5345,5,6
253,254,3,9,0,0,0,1,0.6533329999999999,0.609229,0.71375,0.11505399999999999,5046,0,5
254,255,3,9,0,1,1,1,0.6443479999999999,0.60213,0.692174,0.088913,4713,0,5
255,256,3,9,0,2,1,1,0.650833,0.603554,0.7125,0.14180399999999999,4763,0,5
256,257,3,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,4785,0,5
257,258,3,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,3659,5,4
258,259,3,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,4760,5,4
259,260,3,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,4511,5,6
260,261,3,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,4274,0,5
261,262,3,9,0,1,1,2,0.549167,0.529675,0.69,0.15174200000000002,4539,0,5
262,263,3,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,3641,0,5
263,264,3,9,0,3,1,2,0.595,0.5505329999999999,0.9,0.0964042,4352,0,5
264,265,3,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,4795,5,4
265,266,4,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,2395,5,4
266,267,4,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,5423,5,6
267,268,4,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,5010,0,5
268,269,4,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,4630,0,5
269,270,4,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,4120,0,5
270,271,4,9,0,3,1,2,0.635,0.575158,0.84875,0.14862899999999998,3907,0,5
271,272,4,9,0,4,1,1,0.616667,0.574512,0.699167,0.17288299999999998,4839,5,4
272,273,4,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,5202,5,4
273,274,4,10,0,6,0,2,0.41,0.41286300000000004,0.75375,0.292296,2429,5,4
274,275,4,10,0,0,0,2,0.356667,0.345317,0.791667,0.22201300000000002,2918,0,3
275,276,4,10,0,1,1,2,0.384167,0.392046,0.760833,0.08334580000000001,3570,0,3
276,277,4,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,4456,0,3
277,278,4,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,4826,0,4
278,279,4,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,4765,5,4
279,280,4,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,4985,5,4
280,281,4,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,5409,5,4
281,282,4,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,5511,0,3
282,283,4,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,5117,0,3
283,284,4,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,4563,0,3
284,285,4,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,2416,0,3
285,286,4,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,2913,5,4
286,287,4,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,3644,5,4
287,288,4,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,5217,5,4
288,289,4,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,5041,0,3
289,290,4,10,0,1,1,1,0.5341670000000001,0.510725,0.579583,0.175379,4570,0,3
290,291,4,10,0,2,1,2,0.5325,0.522721,0.701667,0.11008699999999999,4748,0,3
291,292,4,10,0,3,1,3,0.5417390000000001,0.513848,0.895217,0.243339,2424,0,3
292,293,4,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,4195,5,4
293,294,4,10,0,5,1,1,0.4275,0.42359600000000003,0.574167,0.221396,4304,5,4
294,295,4,10,0,6,0,1,0.4225,0.425492,0.629167,0.09266669999999999,4308,5,4
295,296,4,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,4381,0,3
296,297,4,10,0,1,1,1,0.463333,0.457067,0.772083,0.11879200000000001,4187,0,3
297,298,4,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,4687,0,3
298,299,4,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,3894,0,3
299,300,4,10,0,4,1,2,0.47,0.457046,0.812917,0.19776300000000002,2659,5,4
300,301,4,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,3747,5,4
301,302,4,10,0,6,0,3,0.25416700000000003,0.227913,0.8825,0.351371,627,5,4
302,303,4,10,0,0,0,1,0.31916700000000003,0.321329,0.62375,0.176617,3331,0,3
303,304,4,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,3669,0,3
304,305,4,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,4068,0,3
305,306,4,11,0,3,1,1,0.3775,0.390133,0.71875,0.08209169999999999,4186,0,3
306,307,4,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,3974,5,4
307,308,4,11,0,5,1,2,0.403333,0.40339200000000003,0.6225,0.271779,4046,5,4
308,309,4,11,0,6,0,1,0.326667,0.323854,0.519167,0.18906199999999998,3926,5,4
309,310,4,11,0,0,0,1,0.348333,0.362358,0.734583,0.09205419999999999,3649,0,3
310,311,4,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,4035,0,3
311,312,4,11,0,2,1,1,0.408333,0.412246,0.7216670000000001,0.0690375,4205,0,3
312,313,4,11,0,3,1,1,0.4,0.40907899999999997,0.758333,0.06219580000000001,4109,0,3
313,314,4,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,2933,5,4
314,315,4,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,3368,5,4
315,316,4,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,4067,5,4
316,317,4,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,3717,0,3
317,318,4,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,4486,0,3
318,319,4,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,4195,0,3
319,320,4,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,1817,0,3
320,321,4,11,0,4,1,2,0.341667,0.323221,0.575833,0.30536199999999997,3053,5,4
321,322,4,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,3392,5,4
322,323,4,11,0,6,0,1,0.329167,0.32448299999999997,0.502083,0.224496,3663,5,4
323,324,4,11,0,0,0,2,0.463333,0.457058,0.6845829999999999,0.18595,3520,0,3
324,325,4,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,2765,0,3
325,326,4,11,0,2,1,3,0.416667,0.421696,0.9625,0.11879200000000001,1607,0,3
326,327,4,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,2566,0,3
327,328,4,11,1,4,0,1,0.37333299999999997,0.372471,0.549167,0.167304,1495,5,4
328,329,4,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,2792,5,4
329,330,4,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,3068,5,4
330,331,4,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,3071,0,3
331,332,4,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,3867,0,3
332,333,4,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,2914,0,3
333,334,4,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,3613,0,3
334,335,4,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,3727,5,4
335,336,4,12,0,5,1,1,0.31416700000000003,0.331433,0.625833,0.100754,3940,5,4
336,337,4,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,3614,5,4
337,338,4,12,0,0,0,1,0.330833,0.3491,0.775833,0.08395830000000001,3485,0,3
338,339,4,12,0,1,1,2,0.385833,0.393925,0.827083,0.06220830000000001,3811,0,3
339,340,4,12,0,2,1,3,0.4625,0.4564,0.949583,0.23258299999999998,2594,0,3
340,341,4,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,705,0,3
341,342,4,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,3322,5,4
342,343,4,12,0,5,1,1,0.290833,0.317542,0.695833,0.08271669999999999,3620,5,4
343,344,4,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,3190,5,4
344,345,4,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,2743,0,3
345,346,4,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,3310,0,3
346,347,4,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,3523,0,3
347,348,4,12,0,3,1,2,0.3175,0.338362,0.66375,0.06095830000000001,3740,0,3
348,349,4,12,0,4,1,2,0.4225,0.41223699999999996,0.634167,0.268042,3709,5,4
349,350,4,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,3577,5,4
350,351,4,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,2739,5,4
351,352,4,12,0,0,0,1,0.238333,0.245579,0.58625,0.16977899999999999,2431,0,3
352,353,4,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,3403,0,3
353,354,4,12,0,2,1,2,0.385833,0.396454,0.595417,0.06157080000000001,3750,0,3
354,355,1,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,2660,0,4
355,356,1,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,3068,5,4
356,357,1,12,0,5,1,1,0.37333299999999997,0.377513,0.68625,0.274246,2209,5,4
357,358,1,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,1011,5,4
358,359,1,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,754,0,4
359,360,1,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,1317,0,4
360,361,1,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,1162,0,4
361,362,1,12,0,3,1,1,0.29913,0.279974,0.503913,0.29396100000000003,2302,0,4
362,363,1,12,0,4,1,1,0.248333,0.263892,0.574167,0.11941199999999999,2423,5,4
363,364,1,12,0,5,1,1,0.311667,0.318812,0.636667,0.13433699999999998,2999,5,4
364,365,1,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,2485,5,4
